"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RPS23",5.66830126681443e-09,0.46034713759519,0.994,0.99,0.000126981284979177,"1","RPS23"
"SLC25A6",6.37076317322609e-09,0.512342074262906,0.981,0.967,0.000142717836606611,"1","SLC25A6"
"EEF1A11",7.26318308118521e-09,0.493445924473856,0.998,0.998,0.000162709827384711,"1","EEF1A1"
"RPS31",1.31161963167806e-08,0.60860841340143,0.996,0.996,0.000293829029888519,"1","RPS3"
"RPL51",1.44946343689359e-08,0.506988599743559,0.991,0.973,0.000324708799132903,"1","RPL5"
"LGR5",1.47464839006363e-08,0.591994922483778,0.457,0.112,0.000330350732342054,"1","LGR5"
"RPL301",1.89828273930176e-08,0.491371625656459,0.99,0.988,0.000425253299258381,"1","RPL30"
"RPL411",2.41240727654547e-08,0.447352202466957,0.997,1,0.000540427478091717,"1","RPL41"
"RPS4X1",3.51752991983284e-08,0.568448933761015,0.995,0.989,0.000787997052640953,"1","RPS4X"
"RPL18A",3.6671013789416e-08,0.402147844985306,0.994,0.992,0.000821504050910497,"1","RPL18A"
"RPL181",5.39539877435043e-08,0.489913562327767,0.993,0.994,0.00120867723342998,"1","RPL18"
"RPS27A1",5.39539877435043e-08,0.389661882790498,0.994,0.994,0.00120867723342998,"1","RPS27A"
"RPL7A1",5.7383395356177e-08,0.527859325860146,0.992,0.986,0.00128550282276908,"1","RPL7A"
"RPL33",6.44485467268258e-08,0.558265125339781,0.994,0.993,0.00144377634377435,"1","RPL3"
"RPS3A",7.48505425287863e-08,0.531563430153432,0.993,0.991,0.00167680185372987,"1","RPS3A"
"TSPAN81",9.05816679158396e-08,0.735666330982245,0.979,0.805,0.00202921052465064,"1","TSPAN8"
"ITGA61",9.08712260928836e-08,0.596292149686071,0.817,0.636,0.00203569720693278,"1","ITGA6"
"NKD11",9.4334544604638e-08,0.558889486464084,0.418,0.152,0.0021132824682331,"1","NKD1"
"RPL27A1",9.54700060541679e-08,0.432737105856163,0.995,0.997,0.00213871907562547,"1","RPL27A"
"RPL23A1",1.00749922468616e-07,0.423104052276824,0.99,0.99,0.00225699976314193,"1","RPL23A"
"RPL231",1.06299174033632e-07,0.424352365337278,0.988,0.975,0.00238131409670143,"1","RPL23"
"RPL19",1.07746786619349e-07,0.371480626140558,0.995,0.995,0.00241374351384666,"1","RPL19"
"RPL34",1.15212878677205e-07,0.552562391149287,0.997,0.998,0.00258099890812674,"1","RPL34"
"MT-ND2",1.33441950282509e-07,0.543323859831405,1,0.998,0.00298936657022876,"1","MT-ND2"
"RPS251",1.48404965890788e-07,0.431786821379414,0.99,0.989,0.00332456804588543,"1","RPS25"
"RPS131",1.49407567761652e-07,0.417573350313073,0.99,0.983,0.00334702833299652,"1","RPS13"
"RPS15",1.50403841742622e-07,0.323130810239015,0.993,0.997,0.00336934686271822,"1","RPS15"
"MT-CO3",1.69442280312512e-07,0.583188015492636,1,0.998,0.0037958459635609,"1","MT-CO3"
"REG1A",1.80671013953501e-07,1.88927246660502,0.323,0.099,0.00404739205458634,"1","REG1A"
"RPL321",1.85840768734805e-07,0.490305102335747,0.996,0.993,0.00416320490119709,"1","RPL32"
"RPL371",2.06453624223061e-07,0.429291135601948,0.995,0.989,0.00462497408984501,"1","RPL37"
"RPL211",2.51243088416911e-07,0.394229780869561,0.995,0.996,0.00562834766671565,"1","RPL21"
"EPHB3",2.53876401059029e-07,0.674387554666379,0.631,0.265,0.00568733913652437,"1","EPHB3"
"C10orf99",2.5723595712749e-07,0.336733376351529,0.786,0.558,0.00576259991157002,"1","C10orf99"
"RPS27",3.17433030685766e-07,0.418015810790439,0.994,0.999,0.00711113475342253,"1","RPS27"
"GOLIM41",3.26809013566332e-07,0.584279314453965,0.875,0.678,0.00732117552191298,"1","GOLIM4"
"RNF431",3.53532112716008e-07,0.745780233260457,0.787,0.492,0.00791982638906402,"1","RNF43"
"GAS6",3.65285422693212e-07,0.520371231508917,0.728,0.502,0.00818312403917333,"1","GAS6"
"RPL151",4.10714583715962e-07,0.462175262618785,0.992,0.99,0.00920082810440497,"1","RPL15"
"RPSA1",4.23939983198494e-07,0.421780182728925,0.986,0.969,0.00949710350361266,"1","RPSA"
"RPS22",4.66775041405187e-07,0.578510927856629,0.996,0.989,0.010456694477559,"1","RPS2"
"RPLP2",5.0388065477763e-07,0.355768831669068,0.997,0.998,0.0112879344283285,"1","RPLP2"
"RPS15A",5.23484522649347e-07,0.462397943593567,0.994,0.992,0.0117271002763907,"1","RPS15A"
"CD91",6.11517607945634e-07,0.495676929674242,0.942,0.825,0.0136992174531981,"1","CD9"
"RPL35A1",6.78525173561447e-07,0.509695302746043,0.992,0.991,0.0152003209381235,"1","RPL35A"
"ATP5MC2",7.18032502817157e-07,0.381443034457322,0.97,0.952,0.01608536412811,"1","ATP5MC2"
"NACA1",9.22141064275756e-07,0.46861381956658,0.983,0.978,0.0206578041219055,"1","NACA"
"RPS8",9.33782348773797e-07,0.498228565274378,0.994,0.991,0.0209185921772306,"1","RPS8"
"RPL81",9.69289042787143e-07,0.308520595589321,0.997,0.997,0.0217140131365176,"1","RPL8"
"ST13",1.12859913948721e-06,0.33590200545712,0.888,0.827,0.0252828779227925,"1","ST13"
"FERMT11",1.18445167892058e-06,0.559955433717208,0.753,0.466,0.0265340865111788,"1","FERMT1"
"CYP4X1",1.26447321492379e-06,0.323402140547227,0.326,0.09,0.0283267289607227,"1","CYP4X1"
"MT-ND1",1.33651960953756e-06,0.51035038617277,0.999,0.996,0.0299407122928604,"1","MT-ND1"
"RPS161",1.36968876916139e-06,0.458085611670435,0.991,0.989,0.0306837678067535,"1","RPS16"
"RSL1D11",1.48797399493453e-06,0.390405540460267,0.855,0.709,0.0333335934345233,"1","RSL1D1"
"RPS28",1.50151076463832e-06,0.39472769559329,0.996,0.997,0.0336368441494277,"1","RPS28"
"MUC3A",1.81364216529268e-06,0.394002657832671,0.648,0.433,0.0406292117868865,"1","MUC3A"
"MT-CYB",2.17430706134478e-06,0.585685775874925,1,0.997,0.0487088267882457,"1","MT-CYB"
"CA2",3.59354660778456e-29,2.57350534666054,0.9,0.254,8.05026311075897e-25,"2","CA2"
"C15orf48",4.34630289066664e-29,1.97879395216636,0.994,0.722,9.7365877356714e-25,"2","C15orf48"
"ADH1C",8.72948497447495e-27,1.9902459674087,0.95,0.308,1.95557922398188e-22,"2","ADH1C"
"SLC26A2",1.57457846608037e-25,2.41831834363863,0.882,0.241,3.52737067971324e-21,"2","SLC26A2"
"PIGR",2.01252483597839e-25,2.29790345585277,0.962,0.57,4.50845813755879e-21,"2","PIGR"
"B3GNT7",3.06987147998549e-25,2.40254421869399,0.838,0.176,6.87712608946349e-21,"2","B3GNT7"
"ITM2C",1.06674198625215e-24,1.55506177411085,0.991,0.802,2.38971539760208e-20,"2","ITM2C"
"NXPE4",1.48551593209334e-24,1.02114505586834,0.786,0.202,3.3278527910755e-20,"2","NXPE4"
"CES2",3.28146724331208e-24,1.32155770261312,0.935,0.442,7.35114291846772e-20,"2","CES2"
"CHCHD10",2.35608265944119e-23,1.16757253930062,0.991,0.859,5.27809637368016e-19,"2","CHCHD10"
"LGALS2",2.90216395064108e-23,1.70345053969146,0.865,0.258,6.50142768222615e-19,"2","LGALS2"
"MUC121",3.77910389074484e-23,1.67366717207712,0.909,0.506,8.46594853604658e-19,"2","MUC12"
"SLC4A4",9.88774714761886e-21,0.881972882801171,0.668,0.106,2.21505311600958e-16,"2","SLC4A4"
"MT1E",2.15962921117877e-20,1.66573250451518,0.944,0.443,4.83800135888268e-16,"2","MT1E"
"MT-CO31",3.56019994790179e-20,0.965298226567461,1,0.998,7.9755599232896e-16,"2","MT-CO3"
"VSIG2",5.64359557281663e-20,1.38068252180622,0.934,0.455,1.26427828022238e-15,"2","VSIG2"
"PCK1",9.55033487404004e-20,1.49200447126824,0.832,0.237,2.13946601848245e-15,"2","PCK1"
"FAM162A",1.1440028392233e-19,1.01583086721439,0.962,0.735,2.56279516042804e-15,"2","FAM162A"
"LGALS4",2.09115318583465e-19,1.47524060631027,1,0.827,4.68460136690679e-15,"2","LGALS4"
"C19orf33",2.64026880224091e-19,1.17387911988592,0.989,0.673,5.91473017078009e-15,"2","C19orf33"
"MT-ND11",3.14326815443586e-19,0.999462478473878,0.999,0.996,7.04154931956722e-15,"2","MT-ND1"
"CHP2",2.84104667992287e-18,0.919795297911239,0.751,0.228,6.36451277236321e-14,"2","CHP2"
"COX5B",3.54775666867693e-18,0.894722647339028,0.997,0.972,7.94768448917007e-14,"2","COX5B"
"SULT1B1",7.45127482203497e-18,0.870711684868228,0.754,0.266,1.66923458563227e-13,"2","SULT1B1"
"COX4I11",8.17815270495653e-18,0.757520359070628,0.997,0.989,1.83206976896436e-13,"2","COX4I1"
"MT-CO11",2.90156155745224e-17,1.03783056497216,0.999,0.999,6.5000782010045e-13,"2","MT-CO1"
"MARCKS",3.00853970522917e-17,0.518475689692646,0.957,0.778,6.73973064765438e-13,"2","MARCKS"
"FAM3D1",3.55703854770845e-17,1.01341360074171,0.985,0.732,7.96847775457648e-13,"2","FAM3D"
"AMN",3.8960683606366e-17,0.862668161463028,0.873,0.443,8.7279723414981e-13,"2","AMN"
"MT1M",4.02622662594215e-17,1.41388185628861,0.752,0.191,9.0195528874356e-13,"2","MT1M"
"MT1G",5.62876258340091e-17,1.72694152283315,0.839,0.339,1.26095539393347e-12,"2","MT1G"
"PLA2G10",6.79154925105713e-17,0.682746340660109,0.668,0.221,1.52144286322182e-12,"2","PLA2G10"
"S100A14",1.51015379353485e-16,1.18452381455794,0.969,0.663,3.38304652827677e-12,"2","S100A14"
"CKB1",1.53197975454208e-16,0.746615416058325,0.965,0.694,3.43194104612518e-12,"2","CKB"
"NANS",1.6289221017534e-16,0.867214597745517,0.934,0.728,3.64911129234798e-12,"2","NANS"
"ATP5ME",1.75122316814928e-16,0.737785300472825,0.997,0.955,3.92309014128802e-12,"2","ATP5ME"
"GPT",1.76220014337383e-16,0.574296141632757,0.542,0.13,3.94768076118606e-12,"2","GPT"
"UQCR10",2.34195271624164e-16,0.87724027658978,0.985,0.91,5.24644247492451e-12,"2","UQCR10"
"B3GALT5",2.65321744680797e-16,0.839153266587279,0.565,0.082,5.94373772433922e-12,"2","B3GALT5"
"ATP5MC1",3.19037589087574e-16,0.918314865551012,0.964,0.814,7.14708007073984e-12,"2","ATP5MC1"
"PLA2G2A",3.40308228581562e-16,2.05449405418226,0.811,0.35,7.62358493668415e-12,"2","PLA2G2A"
"CMBL",4.14659071418468e-16,0.762340611529027,0.841,0.494,9.28919251791653e-12,"2","CMBL"
"LGALS31",4.18531656416928e-16,0.915946906274583,0.997,0.895,9.37594616705203e-12,"2","LGALS3"
"MT-ND4L",5.70643189635003e-16,0.786319386803031,0.985,0.853,1.27835487342033e-11,"2","MT-ND4L"
"NDUFB7",6.75625260498925e-16,0.732374740057891,0.978,0.886,1.51353570856969e-11,"2","NDUFB7"
"ATP5F1D",7.35569698361898e-16,0.742487874655729,0.987,0.929,1.64782323827032e-11,"2","ATP5F1D"
"FXYD3",9.82993057251296e-16,0.999524428877904,0.996,0.821,2.20210104685435e-11,"2","FXYD3"
"CDHR5",1.0677418458571e-15,0.709417256597858,0.767,0.279,2.39195528308907e-11,"2","CDHR5"
"SLC39A5",1.24509835247539e-15,0.713997925369106,0.763,0.315,2.78926932921538e-11,"2","SLC39A5"
"MT-CO21",2.0252027277503e-15,0.833367869541163,1,0.998,4.53685915070621e-11,"2","MT-CO2"
"MT-ND41",2.37042891261747e-15,0.860203148741599,0.999,0.999,5.31023485004566e-11,"2","MT-ND4"
"PHGR1",3.63739897156208e-15,1.33072337070055,1,0.814,8.14850117609336e-11,"2","PHGR1"
"CTSS",4.89372982822422e-15,0.50944094349366,0.964,0.774,1.09629335611879e-10,"2","CTSS"
"C10orf991",6.84126582177392e-15,1.03462844802799,0.935,0.535,1.53258036939379e-10,"2","C10orf99"
"ENTPD5",8.11893301154244e-15,0.652645205196078,0.689,0.28,1.81880337324574e-10,"2","ENTPD5"
"SLPI",8.30180865859621e-15,1.16367852153921,0.878,0.473,1.85977117569872e-10,"2","SLPI"
"MT-ND21",8.89759605338797e-15,0.866845973319545,0.999,0.998,1.99323946787997e-10,"2","MT-ND2"
"GOLM1",9.49362195760354e-15,1.09364047960977,0.948,0.589,2.12676119094235e-10,"2","GOLM1"
"MT2A",1.3252872945066e-14,1.05444686110019,0.88,0.533,2.96890859715368e-10,"2","MT2A"
"UGT2B17",1.56359627751825e-14,1.35902191942911,0.723,0.162,3.50276838089638e-10,"2","UGT2B17"
"STARD10",1.65381260141651e-14,0.954712765655101,0.958,0.708,3.70487098969327e-10,"2","STARD10"
"NDUFA1",2.06340216148875e-14,0.790088203862155,0.994,0.95,4.62243352216709e-10,"2","NDUFA1"
"MT1F",2.40623116643899e-14,1.18002377389408,0.695,0.261,5.39043905905663e-10,"2","MT1F"
"CDKN2B-AS1",2.57754147184424e-14,0.714264883137483,0.422,0.061,5.77420840522547e-10,"2","CDKN2B-AS1"
"DHRS11",2.6756346108362e-14,0.758533969343922,0.701,0.265,5.99395665519525e-10,"2","DHRS11"
"HMGCS2",3.23497720388444e-14,0.8792763942053,0.782,0.372,7.24699593214192e-10,"2","HMGCS2"
"TMEM54",3.91544232291093e-14,0.764434145080134,0.969,0.717,8.77137389178506e-10,"2","TMEM54"
"GIPC1",8.82812537665352e-14,0.572915522668107,0.803,0.539,1.97767664687792e-09,"2","GIPC1"
"PADI2",1.02021633392758e-13,0.815103911615552,0.69,0.153,2.28548863126457e-09,"2","PADI2"
"CLDN8",1.09060350065924e-13,0.67107747550267,0.484,0.036,2.44316996217684e-09,"2","CLDN8"
"AC008397.1",1.35138090239961e-13,0.704808595146789,0.627,0.189,3.0273634975556e-09,"2","AC008397.1"
"AOC1",1.68754864007487e-13,0.69795396978338,0.829,0.397,3.78044646349571e-09,"2","AOC1"
"MT-ND31",1.82935938968467e-13,0.97334475784062,0.999,0.997,4.0981309047716e-09,"2","MT-ND3"
"SPINK5",1.88371699846313e-13,1.28816230878466,0.597,0.076,4.2199028199571e-09,"2","SPINK5"
"ATP8B1",2.09478123475385e-13,0.801302419558322,0.873,0.502,4.69272892209557e-09,"2","ATP8B1"
"COX7B",2.11660353368711e-13,0.790832438266743,0.991,0.949,4.74161523616586e-09,"2","COX7B"
"MT-ND5",3.04720983303377e-13,0.90457669033262,0.998,0.988,6.82635946796224e-09,"2","MT-ND5"
"CA1",4.41740944750969e-13,2.53778774618964,0.507,0.054,9.8958806443112e-09,"2","CA1"
"SELENBP11",1.07293090523327e-12,0.627772117659127,0.958,0.58,2.40357981390356e-08,"2","SELENBP1"
"HOXB13",1.18913275347394e-12,0.924116785591572,0.673,0.204,2.66389519433233e-08,"2","HOXB13"
"MUC4",2.20856747121908e-12,0.940088324179188,0.9,0.43,4.94763284902499e-08,"2","MUC4"
"MRPL41",2.38713207535593e-12,0.888885301581855,0.943,0.761,5.34765327521236e-08,"2","MRPL41"
"CA12",2.50917688253573e-12,0.70021000526074,0.758,0.379,5.62105805225653e-08,"2","CA12"
"CAMK2N11",2.51586388403719e-12,0.583524876069021,0.932,0.653,5.6360382730201e-08,"2","CAMK2N1"
"ETHE1",3.10420431239557e-12,1.09154688450516,0.928,0.687,6.95403850062856e-08,"2","ETHE1"
"CYSTM11",3.3555851936524e-12,0.634471998547298,0.966,0.768,7.51718195082011e-08,"2","CYSTM1"
"CDX1",3.89388710945829e-12,0.70902077410832,0.914,0.637,8.72308590260847e-08,"2","CDX1"
"ACADS",3.96209784170829e-12,0.654239621966481,0.757,0.424,8.8758915849949e-08,"2","ACADS"
"UQCR11",4.3328371122477e-12,0.762134797242078,0.99,0.959,9.7064216988573e-08,"2","UQCR11"
"COX6B1",4.33562064318529e-12,0.649481849393142,0.996,0.977,9.71265736486368e-08,"2","COX6B1"
"ATP5MPL",4.44467192539188e-12,0.678109989262724,0.99,0.954,9.95695404726289e-08,"2","ATP5MPL"
"SRI",4.54936576984066e-12,0.670938205778284,0.977,0.865,1.0191489197597e-07,"2","SRI"
"KRT191",4.59688717024971e-12,1.171769673202,0.987,0.768,1.02979466387934e-07,"2","KRT19"
"PLCE1",5.26007636058719e-12,0.503609533408104,0.543,0.174,1.17836230629874e-07,"2","PLCE1"
"SIAE",5.81962816463701e-12,0.528632929341219,0.633,0.284,1.30371310144198e-07,"2","SIAE"
"ATP5PF",7.49874586637704e-12,0.577055682316062,0.983,0.933,1.67986904898578e-07,"2","ATP5PF"
"SLC44A4",9.55497407849086e-12,0.697390287528961,0.932,0.616,2.14050529306352e-07,"2","SLC44A4"
"UQCRQ",9.86019430465937e-12,0.723278970487542,0.994,0.956,2.20888072812979e-07,"2","UQCRQ"
"MAOA",1.10532967083082e-11,0.892333216848237,0.814,0.376,2.47615952859521e-07,"2","MAOA"
"MFSD4A",1.7810834266654e-11,0.452058391469824,0.427,0.082,3.98998309241582e-07,"2","MFSD4A"
"S100A101",1.83845036303979e-11,0.668292904427651,0.999,0.92,4.11849650328173e-07,"2","S100A10"
"COX8A",1.85594407303894e-11,0.668156438867913,0.988,0.938,4.15768591242183e-07,"2","COX8A"
"SUCLG2",2.17674786018032e-11,0.656210329750854,0.892,0.665,4.87635055637595e-07,"2","SUCLG2"
"CD241",2.28818228252845e-11,0.81774066978695,0.998,0.786,5.12598594932024e-07,"2","CD24"
"TFCP2L1",2.564057630515e-11,0.592598753426872,0.622,0.221,5.74400190387971e-07,"2","TFCP2L1"
"AHCYL2",2.72144598485261e-11,0.540910295942185,0.542,0.17,6.09658329526682e-07,"2","AHCYL2"
"UQCRC1",3.48700694416092e-11,0.687344398362117,0.95,0.796,7.81159295630929e-07,"2","UQCRC1"
"AC254629.1",3.80069082441924e-11,0.337140673620476,0.436,0.185,8.51430758486398e-07,"2","AC254629.1"
"MT-CYB1",4.08903345162127e-11,0.793195946587296,0.999,0.997,9.16025273832196e-07,"2","MT-CYB"
"TCEA3",4.91851826486633e-11,0.761955967306011,0.88,0.468,1.10184646169536e-06,"2","TCEA3"
"HSBP1L1",5.62258097048349e-11,0.532188834068039,0.73,0.405,1.25957058900771e-06,"2","HSBP1L1"
"SMIM22",6.10171361728146e-11,0.575886500713817,0.99,0.789,1.36690588454339e-06,"2","SMIM22"
"CFTR1",6.11275386076269e-11,0.662981429154655,0.753,0.352,1.36937911988806e-06,"2","CFTR"
"PTP4A1",6.58676136805997e-11,0.788042523242517,0.856,0.588,1.47556628167279e-06,"2","PTP4A1"
"SLC22A18AS",6.80988420670549e-11,0.550954968172939,0.53,0.146,1.52555025998616e-06,"2","SLC22A18AS"
"SERF2",7.43377567783175e-11,0.5665964223983,0.997,0.998,1.66531442734787e-06,"2","SERF2"
"MUC1",8.20172378616214e-11,0.741418725875943,0.879,0.475,1.83735016257604e-06,"2","MUC1"
"TSPAN1",1.01126333007541e-10,0.624825518037326,0.933,0.582,2.26543211203494e-06,"2","TSPAN1"
"SLC22A18",1.01628852082207e-10,0.451329065757766,0.696,0.418,2.27668954434561e-06,"2","SLC22A18"
"CCL15",1.53707601147232e-10,0.434476919668647,0.636,0.333,3.4433576809003e-06,"2","CCL15"
"COX6C",1.95238866726833e-10,0.575368121676986,0.996,0.959,4.37374109241451e-06,"2","COX6C"
"PARM1",2.00491009793511e-10,0.745673049399532,0.716,0.354,4.49139960139422e-06,"2","PARM1"
"MYO1A",2.15968901743946e-10,0.488595315717987,0.537,0.185,4.83813533686787e-06,"2","MYO1A"
"PRAC1",2.36439814788283e-10,0.979995208453505,0.784,0.325,5.29672473088711e-06,"2","PRAC1"
"RBM47",2.65637429217333e-10,0.472550808192178,0.823,0.616,5.9508096893267e-06,"2","RBM47"
"MT-ATP61",3.16435489285312e-10,0.674916109948993,1,0.998,7.08878783096955e-06,"2","MT-ATP6"
"HSD11B2",3.28245972887523e-10,0.740944415384453,0.716,0.379,7.35336628462629e-06,"2","HSD11B2"
"SQOR",4.08310653358363e-10,0.678886203388198,0.837,0.56,9.14697525653404e-06,"2","SQOR"
"ELF32",4.08672703732661e-10,0.477675001858183,0.994,0.813,9.15508590901906e-06,"2","ELF3"
"FABP1",4.0918387095034e-10,1.7099891780916,0.775,0.468,9.16653707702952e-06,"2","FABP1"
"PKP2",4.76444749635545e-10,0.595817005381991,0.764,0.451,1.06733152813355e-05,"2","PKP2"
"ATP5MC3",5.72392320355018e-10,0.773153329069463,0.987,0.928,1.28227327605931e-05,"2","ATP5MC3"
"PRDX6",5.74307581155318e-10,0.638443358158094,0.917,0.772,1.28656384330414e-05,"2","PRDX6"
"SLC26A3",5.84390161569846e-10,0.686280611762602,0.396,0.067,1.30915083994877e-05,"2","SLC26A3"
"GNA11",5.85177751748997e-10,0.501091808856904,0.603,0.291,1.3109151994681e-05,"2","GNA11"
"CPM",7.88182598331744e-10,0.454068566237303,0.496,0.134,1.76568665678277e-05,"2","CPM"
"NXPE1",7.95833321862057e-10,0.582048246000782,0.573,0.149,1.78282580763538e-05,"2","NXPE1"
"APOBR",8.39476324086621e-10,0.393339541527976,0.56,0.246,1.88059486121885e-05,"2","APOBR"
"LPP",1.08406276980449e-09,0.437904767022986,0.843,0.628,2.42851741691602e-05,"2","LPP"
"CCL28",1.1307671108382e-09,0.633418965505076,0.689,0.274,2.53314448169972e-05,"2","CCL28"
"MOGAT2",1.13391127788935e-09,0.287064271709087,0.36,0.125,2.54018804472772e-05,"2","MOGAT2"
"SULT1A1",1.15695704113664e-09,0.438639450382475,0.536,0.28,2.59181516355429e-05,"2","SULT1A1"
"TLCD2",1.39416759310797e-09,0.435178156180845,0.489,0.178,3.12321424208046e-05,"2","TLCD2"
"PRSS31",1.56224205794199e-09,0.426103130732577,0.922,0.601,3.49973465820164e-05,"2","PRSS3"
"NDUFB2",1.6968467084892e-09,0.649323647599643,0.982,0.907,3.8012759963575e-05,"2","NDUFB2"
"ATP2C2",1.91823261926546e-09,0.391011468240882,0.634,0.361,4.29722471367849e-05,"2","ATP2C2"
"CDH171",2.02378151330528e-09,0.503228242900199,0.926,0.651,4.53367534610649e-05,"2","CDH17"
"COX5A",2.03197508374749e-09,0.708571377513479,0.979,0.926,4.55203058261113e-05,"2","COX5A"
"ATP1A12",2.14620748172959e-09,0.358300978029812,0.966,0.813,4.80793400057062e-05,"2","ATP1A1"
"COX6A1",2.58861800339942e-09,0.607185356586796,0.988,0.96,5.79902205121539e-05,"2","COX6A1"
"UGT2A3",2.8049597718424e-09,0.516506705220998,0.521,0.132,6.28367088088134e-05,"2","UGT2A3"
"CISD3",3.34387518703051e-09,0.750996871601497,0.922,0.666,7.49094919398575e-05,"2","CISD3"
"SCP2",3.34995768369514e-09,0.499408215834,0.943,0.826,7.50457520301385e-05,"2","SCP2"
"CYC1",3.68210009118196e-09,0.482164189656337,0.949,0.806,8.24864062426584e-05,"2","CYC1"
"CPT1A",3.97154771886401e-09,0.43016511234815,0.579,0.31,8.89706119979915e-05,"2","CPT1A"
"SEMA6A",4.28746924323972e-09,0.32586054097445,0.428,0.159,9.60478859870561e-05,"2","SEMA6A"
"LAMTOR4",4.72986497716173e-09,0.538746538000883,0.969,0.866,0.000105958435218377,"2","LAMTOR4"
"B3GALT5-AS1",5.38443230822846e-09,0.374165087822352,0.299,0.014,0.000120622052568934,"2","B3GALT5-AS1"
"NDUFA13",5.48882249755396e-09,0.559305653287451,0.984,0.935,0.000122960601590204,"2","NDUFA13"
"CYCS",6.92742176754434e-09,0.699382707492901,0.97,0.884,0.000155188102436528,"2","CYCS"
"MT1X",6.95971304561873e-09,1.25365420190354,0.859,0.535,0.000155911491647951,"2","MT1X"
"TXNDC17",6.96780714984807e-09,0.558843905127424,0.93,0.768,0.000156092815770896,"2","TXNDC17"
"LPCAT4",7.37496522482303e-09,0.389881703527184,0.559,0.282,0.000165213970966486,"2","LPCAT4"
"PPP1R14D",9.51542341126424e-09,0.455263220589166,0.726,0.422,0.000213164515259142,"2","PPP1R14D"
"PDCD4",9.64557792709503e-09,0.732987960370322,0.885,0.624,0.000216080236722783,"2","PDCD4"
"MYO1D",1.01134688245895e-08,0.380937087617133,0.616,0.383,0.000226561928608455,"2","MYO1D"
"PAPSS2",1.0721456699858e-08,0.580296918612331,0.632,0.288,0.000240182072990219,"2","PAPSS2"
"TSPAN3",1.32105406268146e-08,0.293117142460281,0.845,0.652,0.000295942531121902,"2","TSPAN3"
"MGST31",1.50746924708281e-08,0.502902636802175,0.934,0.801,0.000337703260731492,"2","MGST3"
"NDUFS7",1.5519901901224e-08,0.631067716153729,0.915,0.754,0.000347676842391221,"2","NDUFS7"
"DENND2A",1.72735680921543e-08,0.389929261987748,0.451,0.15,0.00038696247240044,"2","DENND2A"
